#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   0.334825E+01   0.122107E+05   0.121505E+05  -0.260346E-04  -0.265488E-04   0.252231E+01   0.121462E+05   0.122012E+05   0.121462E+05  -0.290161E-03   0.642285E+04   0.642219E+04   0.659355E-04
   0.334962E+01   0.122021E+05   0.121419E+05  -0.259950E-04  -0.265084E-04   0.251851E+01   0.121377E+05   0.121926E+05   0.121377E+05  -0.289956E-03   0.641831E+04   0.641765E+04   0.658613E-04
   0.335099E+01   0.121934E+05   0.121334E+05  -0.259554E-04  -0.264681E-04   0.251471E+01   0.121291E+05   0.121840E+05   0.121291E+05  -0.289751E-03   0.641378E+04   0.641311E+04   0.657873E-04
   0.335235E+01   0.121848E+05   0.121248E+05  -0.259160E-04  -0.264278E-04   0.251092E+01   0.121205E+05   0.121754E+05   0.121205E+05  -0.289547E-03   0.640925E+04   0.640859E+04   0.657134E-04
   0.335372E+01   0.121762E+05   0.121162E+05  -0.258766E-04  -0.263877E-04   0.250714E+01   0.121120E+05   0.121668E+05   0.121120E+05  -0.289342E-03   0.640472E+04   0.640406E+04   0.656396E-04
   0.335508E+01   0.121676E+05   0.121077E+05  -0.258373E-04  -0.263476E-04   0.250337E+01   0.121034E+05   0.121582E+05   0.121034E+05  -0.289138E-03   0.640020E+04   0.639955E+04   0.655659E-04
   0.335645E+01   0.121591E+05   0.120992E+05  -0.257981E-04  -0.263076E-04   0.249960E+01   0.120949E+05   0.121496E+05   0.120949E+05  -0.288934E-03   0.639569E+04   0.639503E+04   0.654923E-04
   0.335782E+01   0.121505E+05   0.120906E+05  -0.257589E-04  -0.262677E-04   0.249585E+01   0.120864E+05   0.121411E+05   0.120864E+05  -0.288731E-03   0.639118E+04   0.639052E+04   0.654188E-04
   0.335918E+01   0.121419E+05   0.120821E+05  -0.257198E-04  -0.262278E-04   0.249209E+01   0.120779E+05   0.121325E+05   0.120779E+05  -0.288527E-03   0.638668E+04   0.638602E+04   0.653455E-04
   0.336055E+01   0.121334E+05   0.120736E+05  -0.256808E-04  -0.261880E-04   0.248835E+01   0.120693E+05   0.121240E+05   0.120693E+05  -0.288324E-03   0.638218E+04   0.638152E+04   0.652722E-04
   0.336191E+01   0.121248E+05   0.120651E+05  -0.256419E-04  -0.261483E-04   0.248461E+01   0.120608E+05   0.121154E+05   0.120608E+05  -0.288121E-03   0.637769E+04   0.637703E+04   0.651991E-04
   0.336328E+01   0.121163E+05   0.120566E+05  -0.256030E-04  -0.261087E-04   0.248088E+01   0.120524E+05   0.121069E+05   0.120524E+05  -0.287918E-03   0.637320E+04   0.637254E+04   0.651261E-04
   0.336464E+01   0.121078E+05   0.120481E+05  -0.255642E-04  -0.260692E-04   0.247716E+01   0.120439E+05   0.120984E+05   0.120439E+05  -0.287716E-03   0.636871E+04   0.636806E+04   0.650531E-04
   0.336601E+01   0.120992E+05   0.120396E+05  -0.255255E-04  -0.260297E-04   0.247344E+01   0.120354E+05   0.120899E+05   0.120354E+05  -0.287513E-03   0.636423E+04   0.636358E+04   0.649803E-04
   0.336738E+01   0.120907E+05   0.120312E+05  -0.254869E-04  -0.259903E-04   0.246973E+01   0.120269E+05   0.120814E+05   0.120269E+05  -0.287311E-03   0.635976E+04   0.635910E+04   0.649076E-04
   0.336874E+01   0.120822E+05   0.120227E+05  -0.254483E-04  -0.259510E-04   0.246603E+01   0.120185E+05   0.120729E+05   0.120185E+05  -0.287109E-03   0.635529E+04   0.635464E+04   0.648350E-04
   0.337011E+01   0.120738E+05   0.120143E+05  -0.254099E-04  -0.259117E-04   0.246233E+01   0.120101E+05   0.120644E+05   0.120101E+05  -0.286907E-03   0.635083E+04   0.635017E+04   0.647626E-04
   0.337147E+01   0.120653E+05   0.120058E+05  -0.253714E-04  -0.258725E-04   0.245865E+01   0.120016E+05   0.120559E+05   0.120016E+05  -0.286706E-03   0.634637E+04   0.634571E+04   0.646902E-04
   0.337284E+01   0.120568E+05   0.119974E+05  -0.253331E-04  -0.258334E-04   0.245496E+01   0.119932E+05   0.120475E+05   0.119932E+05  -0.286505E-03   0.634191E+04   0.634126E+04   0.646179E-04
   0.337421E+01   0.120484E+05   0.119890E+05  -0.252948E-04  -0.257944E-04   0.245129E+01   0.119848E+05   0.120390E+05   0.119848E+05  -0.286304E-03   0.633746E+04   0.633681E+04   0.645458E-04
   0.337557E+01   0.120399E+05   0.119806E+05  -0.252566E-04  -0.257555E-04   0.244762E+01   0.119764E+05   0.120306E+05   0.119764E+05  -0.286103E-03   0.633302E+04   0.633237E+04   0.644738E-04
   0.337694E+01   0.120315E+05   0.119722E+05  -0.252185E-04  -0.257166E-04   0.244396E+01   0.119680E+05   0.120222E+05   0.119680E+05  -0.285902E-03   0.632858E+04   0.632793E+04   0.644018E-04
   0.337830E+01   0.120230E+05   0.119638E+05  -0.251805E-04  -0.256778E-04   0.244031E+01   0.119596E+05   0.120137E+05   0.119596E+05  -0.285702E-03   0.632414E+04   0.632349E+04   0.643300E-04
   0.337967E+01   0.120146E+05   0.119554E+05  -0.251425E-04  -0.256391E-04   0.243666E+01   0.119512E+05   0.120053E+05   0.119512E+05  -0.285502E-03   0.631971E+04   0.631906E+04   0.642583E-04
   0.338104E+01   0.120062E+05   0.119471E+05  -0.251046E-04  -0.256004E-04   0.243302E+01   0.119428E+05   0.119969E+05   0.119428E+05  -0.285302E-03   0.631529E+04   0.631464E+04   0.641867E-04
   0.338240E+01   0.119978E+05   0.119387E+05  -0.250668E-04  -0.255618E-04   0.242939E+01   0.119345E+05   0.119885E+05   0.119345E+05  -0.285102E-03   0.631087E+04   0.631021E+04   0.641152E-04
   0.338377E+01   0.119894E+05   0.119303E+05  -0.250290E-04  -0.255233E-04   0.242576E+01   0.119261E+05   0.119801E+05   0.119261E+05  -0.284903E-03   0.630645E+04   0.630580E+04   0.640438E-04
   0.338513E+01   0.119810E+05   0.119220E+05  -0.249913E-04  -0.254849E-04   0.242214E+01   0.119178E+05   0.119717E+05   0.119178E+05  -0.284703E-03   0.630204E+04   0.630139E+04   0.639725E-04
   0.338650E+01   0.119726E+05   0.119137E+05  -0.249537E-04  -0.254465E-04   0.241853E+01   0.119095E+05   0.119634E+05   0.119095E+05  -0.284504E-03   0.629763E+04   0.629698E+04   0.639013E-04
   0.338787E+01   0.119643E+05   0.119053E+05  -0.249161E-04  -0.254083E-04   0.241492E+01   0.119011E+05   0.119550E+05   0.119011E+05  -0.284306E-03   0.629323E+04   0.629258E+04   0.638302E-04
   0.338923E+01   0.119559E+05   0.118970E+05  -0.248787E-04  -0.253700E-04   0.241133E+01   0.118928E+05   0.119467E+05   0.118928E+05  -0.284107E-03   0.628883E+04   0.628819E+04   0.637593E-04
   0.339060E+01   0.119476E+05   0.118887E+05  -0.248413E-04  -0.253319E-04   0.240773E+01   0.118845E+05   0.119383E+05   0.118845E+05  -0.283909E-03   0.628444E+04   0.628379E+04   0.636884E-04
   0.339196E+01   0.119392E+05   0.118804E+05  -0.248039E-04  -0.252938E-04   0.240415E+01   0.118762E+05   0.119300E+05   0.118762E+05  -0.283710E-03   0.628006E+04   0.627941E+04   0.636176E-04
   0.339333E+01   0.119309E+05   0.118721E+05  -0.247667E-04  -0.252558E-04   0.240057E+01   0.118679E+05   0.119216E+05   0.118679E+05  -0.283512E-03   0.627567E+04   0.627503E+04   0.635470E-04
   0.339470E+01   0.119226E+05   0.118638E+05  -0.247295E-04  -0.252179E-04   0.239699E+01   0.118596E+05   0.119133E+05   0.118596E+05  -0.283315E-03   0.627129E+04   0.627065E+04   0.634764E-04
   0.339606E+01   0.119142E+05   0.118556E+05  -0.246924E-04  -0.251801E-04   0.239343E+01   0.118514E+05   0.119050E+05   0.118514E+05  -0.283117E-03   0.626692E+04   0.626628E+04   0.634060E-04
   0.339743E+01   0.119059E+05   0.118473E+05  -0.246553E-04  -0.251423E-04   0.238987E+01   0.118431E+05   0.118967E+05   0.118431E+05  -0.282920E-03   0.626255E+04   0.626191E+04   0.633357E-04
   0.339879E+01   0.118976E+05   0.118390E+05  -0.246183E-04  -0.251046E-04   0.238632E+01   0.118349E+05   0.118884E+05   0.118349E+05  -0.282722E-03   0.625819E+04   0.625754E+04   0.632654E-04
   0.340016E+01   0.118894E+05   0.118308E+05  -0.245814E-04  -0.250669E-04   0.238277E+01   0.118266E+05   0.118802E+05   0.118266E+05  -0.282526E-03   0.625383E+04   0.625319E+04   0.631953E-04
   0.340153E+01   0.118811E+05   0.118226E+05  -0.245446E-04  -0.250294E-04   0.237924E+01   0.118184E+05   0.118719E+05   0.118184E+05  -0.282329E-03   0.624948E+04   0.624883E+04   0.631253E-04
   0.340289E+01   0.118728E+05   0.118143E+05  -0.245078E-04  -0.249919E-04   0.237570E+01   0.118102E+05   0.118636E+05   0.118102E+05  -0.282132E-03   0.624513E+04   0.624448E+04   0.630554E-04
   0.340426E+01   0.118646E+05   0.118061E+05  -0.244711E-04  -0.249544E-04   0.237218E+01   0.118019E+05   0.118554E+05   0.118019E+05  -0.281936E-03   0.624078E+04   0.624014E+04   0.629856E-04
   0.340562E+01   0.118563E+05   0.117979E+05  -0.244345E-04  -0.249171E-04   0.236866E+01   0.117937E+05   0.118471E+05   0.117937E+05  -0.281740E-03   0.623644E+04   0.623580E+04   0.629159E-04
   0.340699E+01   0.118481E+05   0.117897E+05  -0.243979E-04  -0.248798E-04   0.236515E+01   0.117855E+05   0.118389E+05   0.117855E+05  -0.281544E-03   0.623211E+04   0.623147E+04   0.628463E-04
   0.340836E+01   0.118398E+05   0.117815E+05  -0.243614E-04  -0.248426E-04   0.236164E+01   0.117774E+05   0.118307E+05   0.117774E+05  -0.281349E-03   0.622778E+04   0.622714E+04   0.627768E-04
   0.340972E+01   0.118316E+05   0.117733E+05  -0.243250E-04  -0.248055E-04   0.235814E+01   0.117692E+05   0.118224E+05   0.117692E+05  -0.281153E-03   0.622345E+04   0.622281E+04   0.627074E-04
   0.341109E+01   0.118234E+05   0.117651E+05  -0.242887E-04  -0.247684E-04   0.235465E+01   0.117610E+05   0.118142E+05   0.117610E+05  -0.280958E-03   0.621913E+04   0.621849E+04   0.626381E-04
   0.341245E+01   0.118152E+05   0.117570E+05  -0.242524E-04  -0.247314E-04   0.235116E+01   0.117528E+05   0.118060E+05   0.117528E+05  -0.280763E-03   0.621481E+04   0.621417E+04   0.625689E-04
   0.341382E+01   0.118070E+05   0.117488E+05  -0.242162E-04  -0.246944E-04   0.234769E+01   0.117447E+05   0.117978E+05   0.117447E+05  -0.280568E-03   0.621050E+04   0.620986E+04   0.624998E-04
   0.341519E+01   0.117988E+05   0.117407E+05  -0.241800E-04  -0.246576E-04   0.234421E+01   0.117365E+05   0.117897E+05   0.117365E+05  -0.280374E-03   0.620619E+04   0.620556E+04   0.624308E-04
   0.341655E+01   0.117906E+05   0.117325E+05  -0.241439E-04  -0.246208E-04   0.234075E+01   0.117284E+05   0.117815E+05   0.117284E+05  -0.280179E-03   0.620189E+04   0.620125E+04   0.623619E-04
   0.341792E+01   0.117824E+05   0.117244E+05  -0.241079E-04  -0.245841E-04   0.233729E+01   0.117203E+05   0.117733E+05   0.117203E+05  -0.279985E-03   0.619759E+04   0.619696E+04   0.622932E-04
   0.341928E+01   0.117743E+05   0.117163E+05  -0.240720E-04  -0.245474E-04   0.233383E+01   0.117122E+05   0.117652E+05   0.117122E+05  -0.279791E-03   0.619330E+04   0.619266E+04   0.622245E-04
   0.342065E+01   0.117661E+05   0.117082E+05  -0.240361E-04  -0.245108E-04   0.233038E+01   0.117040E+05   0.117570E+05   0.117040E+05  -0.279597E-03   0.618901E+04   0.618837E+04   0.621559E-04
   0.342202E+01   0.117580E+05   0.117001E+05  -0.240003E-04  -0.244743E-04   0.232694E+01   0.116959E+05   0.117489E+05   0.116959E+05  -0.279404E-03   0.618473E+04   0.618409E+04   0.620874E-04
   0.342338E+01   0.117498E+05   0.116920E+05  -0.239646E-04  -0.244379E-04   0.232351E+01   0.116878E+05   0.117408E+05   0.116878E+05  -0.279210E-03   0.618045E+04   0.617981E+04   0.620191E-04
   0.342475E+01   0.117417E+05   0.116839E+05  -0.239289E-04  -0.244015E-04   0.232008E+01   0.116798E+05   0.117326E+05   0.116798E+05  -0.279017E-03   0.617617E+04   0.617554E+04   0.619508E-04
   0.342611E+01   0.117336E+05   0.116758E+05  -0.238933E-04  -0.243652E-04   0.231666E+01   0.116717E+05   0.117245E+05   0.116717E+05  -0.278824E-03   0.617190E+04   0.617127E+04   0.618826E-04
   0.342748E+01   0.117255E+05   0.116677E+05  -0.238577E-04  -0.243289E-04   0.231325E+01   0.116636E+05   0.117164E+05   0.116636E+05  -0.278632E-03   0.616764E+04   0.616700E+04   0.618146E-04
   0.342884E+01   0.117174E+05   0.116597E+05  -0.238222E-04  -0.242927E-04   0.230984E+01   0.116556E+05   0.117083E+05   0.116556E+05  -0.278439E-03   0.616338E+04   0.616274E+04   0.617466E-04
   0.343021E+01   0.117093E+05   0.116516E+05  -0.237868E-04  -0.242566E-04   0.230643E+01   0.116475E+05   0.117002E+05   0.116475E+05  -0.278247E-03   0.615912E+04   0.615849E+04   0.616787E-04
   0.343158E+01   0.117012E+05   0.116436E+05  -0.237515E-04  -0.242206E-04   0.230304E+01   0.116395E+05   0.116922E+05   0.116395E+05  -0.278055E-03   0.615487E+04   0.615423E+04   0.616110E-04
   0.343294E+01   0.116931E+05   0.116355E+05  -0.237162E-04  -0.241846E-04   0.229965E+01   0.116314E+05   0.116841E+05   0.116314E+05  -0.277863E-03   0.615062E+04   0.614999E+04   0.615433E-04
   0.343431E+01   0.116851E+05   0.116275E+05  -0.236810E-04  -0.241487E-04   0.229626E+01   0.116234E+05   0.116760E+05   0.116234E+05  -0.277671E-03   0.614638E+04   0.614574E+04   0.614757E-04
   0.343567E+01   0.116770E+05   0.116195E+05  -0.236459E-04  -0.241129E-04   0.229289E+01   0.116154E+05   0.116680E+05   0.116154E+05  -0.277480E-03   0.614214E+04   0.614151E+04   0.614083E-04
   0.343704E+01   0.116690E+05   0.116115E+05  -0.236108E-04  -0.240771E-04   0.228952E+01   0.116074E+05   0.116599E+05   0.116074E+05  -0.277289E-03   0.613791E+04   0.613727E+04   0.613409E-04
   0.343841E+01   0.116609E+05   0.116035E+05  -0.235758E-04  -0.240414E-04   0.228615E+01   0.115994E+05   0.116519E+05   0.115994E+05  -0.277097E-03   0.613368E+04   0.613305E+04   0.612736E-04
   0.343977E+01   0.116529E+05   0.115955E+05  -0.235408E-04  -0.240058E-04   0.228280E+01   0.115914E+05   0.116439E+05   0.115914E+05  -0.276907E-03   0.612945E+04   0.612882E+04   0.612065E-04
   0.344114E+01   0.116449E+05   0.115875E+05  -0.235060E-04  -0.239702E-04   0.227944E+01   0.115834E+05   0.116359E+05   0.115834E+05  -0.276716E-03   0.612523E+04   0.612460E+04   0.611394E-04
   0.344250E+01   0.116369E+05   0.115795E+05  -0.234711E-04  -0.239347E-04   0.227609E+01   0.115755E+05   0.116279E+05   0.115755E+05  -0.276526E-03   0.612102E+04   0.612039E+04   0.610724E-04
   0.344387E+01   0.116289E+05   0.115716E+05  -0.234364E-04  -0.238993E-04   0.227276E+01   0.115675E+05   0.116199E+05   0.115675E+05  -0.276335E-03   0.611680E+04   0.611618E+04   0.610056E-04
   0.344524E+01   0.116209E+05   0.115636E+05  -0.234017E-04  -0.238639E-04   0.226942E+01   0.115595E+05   0.116119E+05   0.115595E+05  -0.276145E-03   0.611260E+04   0.611197E+04   0.609388E-04
   0.344660E+01   0.116129E+05   0.115557E+05  -0.233671E-04  -0.238286E-04   0.226609E+01   0.115516E+05   0.116039E+05   0.115516E+05  -0.275955E-03   0.610840E+04   0.610777E+04   0.608721E-04
   0.344797E+01   0.116049E+05   0.115477E+05  -0.233325E-04  -0.237934E-04   0.226277E+01   0.115437E+05   0.115959E+05   0.115437E+05  -0.275766E-03   0.610420E+04   0.610357E+04   0.608056E-04
   0.344933E+01   0.115969E+05   0.115398E+05  -0.232980E-04  -0.237582E-04   0.225945E+01   0.115357E+05   0.115879E+05   0.115357E+05  -0.275576E-03   0.610001E+04   0.609938E+04   0.607391E-04
   0.345070E+01   0.115890E+05   0.115319E+05  -0.232636E-04  -0.237231E-04   0.225615E+01   0.115278E+05   0.115800E+05   0.115278E+05  -0.275387E-03   0.609582E+04   0.609519E+04   0.606727E-04
   0.345207E+01   0.115810E+05   0.115240E+05  -0.232293E-04  -0.236880E-04   0.225284E+01   0.115199E+05   0.115720E+05   0.115199E+05  -0.275198E-03   0.609163E+04   0.609101E+04   0.606064E-04
   0.345343E+01   0.115731E+05   0.115160E+05  -0.231950E-04  -0.236531E-04   0.224955E+01   0.115120E+05   0.115641E+05   0.115120E+05  -0.275009E-03   0.608745E+04   0.608683E+04   0.605402E-04
   0.345480E+01   0.115651E+05   0.115081E+05  -0.231607E-04  -0.236182E-04   0.224626E+01   0.115041E+05   0.115562E+05   0.115041E+05  -0.274821E-03   0.608328E+04   0.608265E+04   0.604742E-04
   0.345616E+01   0.115572E+05   0.115003E+05  -0.231266E-04  -0.235833E-04   0.224298E+01   0.114962E+05   0.115482E+05   0.114962E+05  -0.274632E-03   0.607911E+04   0.607848E+04   0.604082E-04
   0.345753E+01   0.115493E+05   0.114924E+05  -0.230924E-04  -0.235485E-04   0.223969E+01   0.114883E+05   0.115403E+05   0.114883E+05  -0.274444E-03   0.607494E+04   0.607432E+04   0.603423E-04
   0.345890E+01   0.115414E+05   0.114845E+05  -0.230584E-04  -0.235138E-04   0.223642E+01   0.114805E+05   0.115324E+05   0.114805E+05  -0.274256E-03   0.607078E+04   0.607015E+04   0.602765E-04
   0.346026E+01   0.115334E+05   0.114766E+05  -0.230244E-04  -0.234792E-04   0.223316E+01   0.114726E+05   0.115245E+05   0.114726E+05  -0.274068E-03   0.606662E+04   0.606600E+04   0.602108E-04
   0.346163E+01   0.115256E+05   0.114688E+05  -0.229905E-04  -0.234446E-04   0.222990E+01   0.114647E+05   0.115166E+05   0.114647E+05  -0.273881E-03   0.606247E+04   0.606184E+04   0.601452E-04
   0.346299E+01   0.115177E+05   0.114609E+05  -0.229567E-04  -0.234101E-04   0.222664E+01   0.114569E+05   0.115088E+05   0.114569E+05  -0.273693E-03   0.605832E+04   0.605770E+04   0.600797E-04
   0.346436E+01   0.115098E+05   0.114531E+05  -0.229229E-04  -0.233756E-04   0.222339E+01   0.114491E+05   0.115009E+05   0.114491E+05  -0.273506E-03   0.605418E+04   0.605355E+04   0.600143E-04
   0.346573E+01   0.115019E+05   0.114453E+05  -0.228891E-04  -0.233412E-04   0.222015E+01   0.114412E+05   0.114930E+05   0.114412E+05  -0.273319E-03   0.605004E+04   0.604941E+04   0.599489E-04
   0.346709E+01   0.114941E+05   0.114374E+05  -0.228555E-04  -0.233069E-04   0.221691E+01   0.114334E+05   0.114852E+05   0.114334E+05  -0.273132E-03   0.604590E+04   0.604528E+04   0.598837E-04
   0.346846E+01   0.114862E+05   0.114296E+05  -0.228219E-04  -0.232726E-04   0.221368E+01   0.114256E+05   0.114773E+05   0.114256E+05  -0.272945E-03   0.604177E+04   0.604115E+04   0.598186E-04
   0.346982E+01   0.114784E+05   0.114218E+05  -0.227883E-04  -0.232384E-04   0.221046E+01   0.114178E+05   0.114695E+05   0.114178E+05  -0.272759E-03   0.603764E+04   0.603702E+04   0.597536E-04
   0.347119E+01   0.114705E+05   0.114140E+05  -0.227548E-04  -0.232043E-04   0.220724E+01   0.114100E+05   0.114616E+05   0.114100E+05  -0.272573E-03   0.603352E+04   0.603290E+04   0.596886E-04
   0.347256E+01   0.114627E+05   0.114062E+05  -0.227214E-04  -0.231702E-04   0.220403E+01   0.114022E+05   0.114538E+05   0.114022E+05  -0.272387E-03   0.602940E+04   0.602878E+04   0.596238E-04
   0.347392E+01   0.114549E+05   0.113984E+05  -0.226881E-04  -0.231362E-04   0.220082E+01   0.113944E+05   0.114460E+05   0.113944E+05  -0.272201E-03   0.602529E+04   0.602467E+04   0.595591E-04
   0.347529E+01   0.114471E+05   0.113907E+05  -0.226548E-04  -0.231022E-04   0.219762E+01   0.113867E+05   0.114382E+05   0.113867E+05  -0.272015E-03   0.602118E+04   0.602056E+04   0.594944E-04
   0.347665E+01   0.114393E+05   0.113829E+05  -0.226216E-04  -0.230683E-04   0.219442E+01   0.113789E+05   0.114304E+05   0.113789E+05  -0.271830E-03   0.601708E+04   0.601646E+04   0.594299E-04
   0.347802E+01   0.114315E+05   0.113752E+05  -0.225884E-04  -0.230345E-04   0.219123E+01   0.113711E+05   0.114226E+05   0.113711E+05  -0.271645E-03   0.601298E+04   0.601236E+04   0.593654E-04
   0.347939E+01   0.114237E+05   0.113674E+05  -0.225553E-04  -0.230008E-04   0.218805E+01   0.113634E+05   0.114148E+05   0.113634E+05  -0.271460E-03   0.600888E+04   0.600826E+04   0.593010E-04
   0.348075E+01   0.114159E+05   0.113597E+05  -0.225222E-04  -0.229671E-04   0.218487E+01   0.113557E+05   0.114071E+05   0.113557E+05  -0.271275E-03   0.600479E+04   0.600417E+04   0.592368E-04
   0.348212E+01   0.114081E+05   0.113519E+05  -0.224893E-04  -0.229334E-04   0.218170E+01   0.113479E+05   0.113993E+05   0.113479E+05  -0.271090E-03   0.600070E+04   0.600008E+04   0.591726E-04
   0.348348E+01   0.114004E+05   0.113442E+05  -0.224563E-04  -0.228998E-04   0.217853E+01   0.113402E+05   0.113915E+05   0.113402E+05  -0.270906E-03   0.599662E+04   0.599600E+04   0.591085E-04
   0.348485E+01   0.113926E+05   0.113365E+05  -0.224235E-04  -0.228663E-04   0.217537E+01   0.113325E+05   0.113838E+05   0.113325E+05  -0.270721E-03   0.599254E+04   0.599192E+04   0.590445E-04
   0.348622E+01   0.113849E+05   0.113288E+05  -0.223907E-04  -0.228329E-04   0.217222E+01   0.113248E+05   0.113761E+05   0.113248E+05  -0.270537E-03   0.598846E+04   0.598785E+04   0.589806E-04
   0.348758E+01   0.113771E+05   0.113211E+05  -0.223579E-04  -0.227995E-04   0.216907E+01   0.113171E+05   0.113683E+05   0.113171E+05  -0.270353E-03   0.598439E+04   0.598378E+04   0.589168E-04
   0.348895E+01   0.113694E+05   0.113134E+05  -0.223252E-04  -0.227662E-04   0.216593E+01   0.113094E+05   0.113606E+05   0.113094E+05  -0.270170E-03   0.598033E+04   0.597971E+04   0.588531E-04
   0.349031E+01   0.113617E+05   0.113057E+05  -0.222926E-04  -0.227329E-04   0.216279E+01   0.113017E+05   0.113529E+05   0.113017E+05  -0.269986E-03   0.597627E+04   0.597565E+04   0.587895E-04
   0.349168E+01   0.113540E+05   0.112980E+05  -0.222601E-04  -0.226997E-04   0.215966E+01   0.112940E+05   0.113452E+05   0.112940E+05  -0.269803E-03   0.597221E+04   0.597159E+04   0.587260E-04
   0.349305E+01   0.113463E+05   0.112904E+05  -0.222276E-04  -0.226666E-04   0.215653E+01   0.112864E+05   0.113375E+05   0.112864E+05  -0.269620E-03   0.596816E+04   0.596754E+04   0.586625E-04
   0.349441E+01   0.113386E+05   0.112827E+05  -0.221951E-04  -0.226335E-04   0.215342E+01   0.112787E+05   0.113298E+05   0.112787E+05  -0.269437E-03   0.596411E+04   0.596349E+04   0.585992E-04
   0.349578E+01   0.113309E+05   0.112751E+05  -0.221627E-04  -0.226005E-04   0.215030E+01   0.112711E+05   0.113221E+05   0.112711E+05  -0.269254E-03   0.596006E+04   0.595945E+04   0.585359E-04
   0.349714E+01   0.113232E+05   0.112674E+05  -0.221304E-04  -0.225675E-04   0.214719E+01   0.112634E+05   0.113144E+05   0.112634E+05  -0.269072E-03   0.595602E+04   0.595541E+04   0.584728E-04
   0.349851E+01   0.113155E+05   0.112598E+05  -0.220981E-04  -0.225346E-04   0.214409E+01   0.112558E+05   0.113068E+05   0.112558E+05  -0.268889E-03   0.595199E+04   0.595138E+04   0.584097E-04
   0.349987E+01   0.113078E+05   0.112522E+05  -0.220659E-04  -0.225018E-04   0.214099E+01   0.112482E+05   0.112991E+05   0.112482E+05  -0.268707E-03   0.594796E+04   0.594734E+04   0.583467E-04
   0.350124E+01   0.113002E+05   0.112445E+05  -0.220338E-04  -0.224690E-04   0.213790E+01   0.112406E+05   0.112915E+05   0.112406E+05  -0.268525E-03   0.594393E+04   0.594332E+04   0.582839E-04
   0.350261E+01   0.112925E+05   0.112369E+05  -0.220017E-04  -0.224363E-04   0.213481E+01   0.112330E+05   0.112838E+05   0.112330E+05  -0.268344E-03   0.593991E+04   0.593929E+04   0.582211E-04
   0.350397E+01   0.112849E+05   0.112293E+05  -0.219697E-04  -0.224036E-04   0.213173E+01   0.112254E+05   0.112762E+05   0.112254E+05  -0.268162E-03   0.593589E+04   0.593528E+04   0.581584E-04
   0.350534E+01   0.112773E+05   0.112217E+05  -0.219377E-04  -0.223710E-04   0.212866E+01   0.112178E+05   0.112685E+05   0.112178E+05  -0.267981E-03   0.593187E+04   0.593126E+04   0.580958E-04
   0.350670E+01   0.112696E+05   0.112141E+05  -0.219058E-04  -0.223385E-04   0.212559E+01   0.112102E+05   0.112609E+05   0.112102E+05  -0.267799E-03   0.592786E+04   0.592725E+04   0.580332E-04
   0.350807E+01   0.112620E+05   0.112066E+05  -0.218740E-04  -0.223060E-04   0.212253E+01   0.112026E+05   0.112533E+05   0.112026E+05  -0.267618E-03   0.592385E+04   0.592324E+04   0.579708E-04
   0.350944E+01   0.112544E+05   0.111990E+05  -0.218422E-04  -0.222736E-04   0.211947E+01   0.111950E+05   0.112457E+05   0.111950E+05  -0.267438E-03   0.591985E+04   0.591924E+04   0.579085E-04
   0.351080E+01   0.112468E+05   0.111914E+05  -0.218104E-04  -0.222412E-04   0.211641E+01   0.111875E+05   0.112381E+05   0.111875E+05  -0.267257E-03   0.591585E+04   0.591525E+04   0.578462E-04
   0.351217E+01   0.112392E+05   0.111839E+05  -0.217788E-04  -0.222089E-04   0.211337E+01   0.111799E+05   0.112305E+05   0.111799E+05  -0.267077E-03   0.591186E+04   0.591125E+04   0.577841E-04
   0.351353E+01   0.112316E+05   0.111763E+05  -0.217472E-04  -0.221767E-04   0.211033E+01   0.111724E+05   0.112230E+05   0.111724E+05  -0.266896E-03   0.590787E+04   0.590726E+04   0.577220E-04
   0.351490E+01   0.112241E+05   0.111688E+05  -0.217156E-04  -0.221445E-04   0.210729E+01   0.111648E+05   0.112154E+05   0.111648E+05  -0.266716E-03   0.590389E+04   0.590328E+04   0.576600E-04
   0.351627E+01   0.112165E+05   0.111613E+05  -0.216841E-04  -0.221124E-04   0.210426E+01   0.111573E+05   0.112078E+05   0.111573E+05  -0.266537E-03   0.589991E+04   0.589930E+04   0.575981E-04
   0.351763E+01   0.112089E+05   0.111537E+05  -0.216527E-04  -0.220803E-04   0.210124E+01   0.111498E+05   0.112003E+05   0.111498E+05  -0.266357E-03   0.589593E+04   0.589532E+04   0.575363E-04
   0.351900E+01   0.112014E+05   0.111462E+05  -0.216213E-04  -0.220483E-04   0.209822E+01   0.111423E+05   0.111927E+05   0.111423E+05  -0.266177E-03   0.589196E+04   0.589135E+04   0.574746E-04
   0.352036E+01   0.111938E+05   0.111387E+05  -0.215899E-04  -0.220164E-04   0.209520E+01   0.111348E+05   0.111852E+05   0.111348E+05  -0.265998E-03   0.588799E+04   0.588738E+04   0.574130E-04
   0.352173E+01   0.111863E+05   0.111312E+05  -0.215587E-04  -0.219845E-04   0.209220E+01   0.111273E+05   0.111776E+05   0.111273E+05  -0.265819E-03   0.588402E+04   0.588342E+04   0.573515E-04
   0.352310E+01   0.111788E+05   0.111237E+05  -0.215275E-04  -0.219526E-04   0.208919E+01   0.111198E+05   0.111701E+05   0.111198E+05  -0.265640E-03   0.588006E+04   0.587946E+04   0.572900E-04
