#    L    TT             EE             TE             PP             TP          
   322   0.333767E+04   0.131390E+02   0.118193E+03   0.158818E+07   0.886314E+03
   323   0.330459E+04   0.133268E+02   0.117700E+03   0.158240E+07   0.878144E+03
   324   0.327166E+04   0.135142E+02   0.117169E+03   0.157665E+07   0.870035E+03
   325   0.323890E+04   0.137013E+02   0.116600E+03   0.157094E+07   0.861986E+03
   326   0.320631E+04   0.138879E+02   0.115994E+03   0.156526E+07   0.853997E+03
   327   0.317391E+04   0.140739E+02   0.115350E+03   0.155961E+07   0.846068E+03
   328   0.314170E+04   0.142593E+02   0.114669E+03   0.155398E+07   0.838198E+03
   329   0.310969E+04   0.144440E+02   0.113953E+03   0.154839E+07   0.830387E+03
   330   0.307789E+04   0.146278E+02   0.113199E+03   0.154283E+07   0.822635E+03
   331   0.304631E+04   0.148109E+02   0.112409E+03   0.153730E+07   0.814942E+03
   332   0.301496E+04   0.149931E+02   0.111582E+03   0.153180E+07   0.807307E+03
   333   0.298384E+04   0.151742E+02   0.110720E+03   0.152633E+07   0.799730E+03
   334   0.295297E+04   0.153543E+02   0.109823E+03   0.152089E+07   0.792211E+03
   335   0.292235E+04   0.155332E+02   0.108891E+03   0.151548E+07   0.784750E+03
   336   0.289200E+04   0.157109E+02   0.107924E+03   0.151009E+07   0.777346E+03
   337   0.286191E+04   0.158874E+02   0.106924E+03   0.150474E+07   0.769998E+03
   338   0.283210E+04   0.160625E+02   0.105889E+03   0.149941E+07   0.762708E+03
   339   0.280258E+04   0.162363E+02   0.104822E+03   0.149411E+07   0.755474E+03
   340   0.277335E+04   0.164086E+02   0.103722E+03   0.148884E+07   0.748296E+03
   341   0.274442E+04   0.165793E+02   0.102589E+03   0.148359E+07   0.741174E+03
   342   0.271580E+04   0.167483E+02   0.101424E+03   0.147837E+07   0.734108E+03
   343   0.268749E+04   0.169157E+02   0.100227E+03   0.147318E+07   0.727097E+03
   344   0.265949E+04   0.170812E+02   0.989987E+02   0.146802E+07   0.720141E+03
   345   0.263180E+04   0.172448E+02   0.977389E+02   0.146288E+07   0.713240E+03
   346   0.260445E+04   0.174065E+02   0.964480E+02   0.145777E+07   0.706394E+03
   347   0.257742E+04   0.175661E+02   0.951266E+02   0.145268E+07   0.699602E+03
   348   0.255073E+04   0.177235E+02   0.937747E+02   0.144762E+07   0.692864E+03
   349   0.252438E+04   0.178789E+02   0.923946E+02   0.144259E+07   0.686180E+03
   350   0.249839E+04   0.180320E+02   0.909856E+02   0.143758E+07   0.679549E+03
   351   0.247276E+04   0.181829E+02   0.895490E+02   0.143259E+07   0.672972E+03
   352   0.244750E+04   0.183315E+02   0.880857E+02   0.142763E+07   0.666448E+03
   353   0.242261E+04   0.184778E+02   0.865956E+02   0.142269E+07   0.659976E+03
   354   0.239810E+04   0.186216E+02   0.850811E+02   0.141778E+07   0.653557E+03
   355   0.237398E+04   0.187630E+02   0.835412E+02   0.141289E+07   0.647191E+03
   356   0.235025E+04   0.189018E+02   0.819769E+02   0.140803E+07   0.640877E+03
   357   0.232691E+04   0.190380E+02   0.803888E+02   0.140319E+07   0.634615E+03
   358   0.230398E+04   0.191716E+02   0.787776E+02   0.139837E+07   0.628404E+03
   359   0.228144E+04   0.193023E+02   0.771434E+02   0.139358E+07   0.622246E+03
   360   0.225931E+04   0.194303E+02   0.754876E+02   0.138881E+07   0.616138E+03
   361   0.223758E+04   0.195553E+02   0.738093E+02   0.138406E+07   0.610082E+03
   362   0.221626E+04   0.196773E+02   0.721102E+02   0.137934E+07   0.604077E+03
   363   0.219537E+04   0.197964E+02   0.703910E+02   0.137464E+07   0.598123E+03
   364   0.217488E+04   0.199123E+02   0.686523E+02   0.136996E+07   0.592219E+03
   365   0.215483E+04   0.200252E+02   0.668950E+02   0.136531E+07   0.586366E+03
   366   0.213520E+04   0.201349E+02   0.651198E+02   0.136067E+07   0.580563E+03
   367   0.211600E+04   0.202413E+02   0.633275E+02   0.135606E+07   0.574809E+03
   368   0.209723E+04   0.203445E+02   0.615189E+02   0.135148E+07   0.569106E+03
   369   0.207889E+04   0.204444E+02   0.596947E+02   0.134691E+07   0.563452E+03
   370   0.206100E+04   0.205409E+02   0.578557E+02   0.134237E+07   0.557848E+03
   371   0.204353E+04   0.206341E+02   0.560027E+02   0.133785E+07   0.552292E+03
   372   0.202652E+04   0.207237E+02   0.541364E+02   0.133335E+07   0.546786E+03
   373   0.200994E+04   0.208099E+02   0.522576E+02   0.132887E+07   0.541328E+03
   374   0.199381E+04   0.208926E+02   0.503672E+02   0.132441E+07   0.535919E+03
   375   0.197811E+04   0.209717E+02   0.484656E+02   0.131998E+07   0.530558E+03
   376   0.196286E+04   0.210472E+02   0.465539E+02   0.131557E+07   0.525245E+03
   377   0.194807E+04   0.211191E+02   0.446327E+02   0.131117E+07   0.519981E+03
   378   0.193371E+04   0.211873E+02   0.427027E+02   0.130680E+07   0.514764E+03
   379   0.191981E+04   0.212516E+02   0.407647E+02   0.130245E+07   0.509594E+03
   380   0.190636E+04   0.213122E+02   0.388195E+02   0.129812E+07   0.504472E+03
   381   0.189335E+04   0.213690E+02   0.368677E+02   0.129381E+07   0.499397E+03
   382   0.188080E+04   0.214218E+02   0.349103E+02   0.128952E+07   0.494368E+03
   383   0.186870E+04   0.214707E+02   0.329479E+02   0.128525E+07   0.489387E+03
   384   0.185705E+04   0.215158E+02   0.309815E+02   0.128100E+07   0.484452E+03
   385   0.184584E+04   0.215569E+02   0.290118E+02   0.127677E+07   0.479563E+03
   386   0.183509E+04   0.215941E+02   0.270398E+02   0.127257E+07   0.474720E+03
   387   0.182478E+04   0.216274E+02   0.250662E+02   0.126838E+07   0.469923E+03
   388   0.181492E+04   0.216568E+02   0.230919E+02   0.126421E+07   0.465172E+03
   389   0.180550E+04   0.216823E+02   0.211178E+02   0.126006E+07   0.460466E+03
   390   0.179653E+04   0.217039E+02   0.191446E+02   0.125592E+07   0.455806E+03
   391   0.178801E+04   0.217215E+02   0.171732E+02   0.125181E+07   0.451190E+03
   392   0.177991E+04   0.217351E+02   0.152044E+02   0.124772E+07   0.446620E+03
   393   0.177227E+04   0.217447E+02   0.132389E+02   0.124364E+07   0.442094E+03
   394   0.176505E+04   0.217504E+02   0.112775E+02   0.123959E+07   0.437612E+03
   395   0.175826E+04   0.217519E+02   0.932100E+01   0.123555E+07   0.433175E+03
   396   0.175191E+04   0.217495E+02   0.737023E+01   0.123153E+07   0.428782E+03
   397   0.174598E+04   0.217431E+02   0.542597E+01   0.122753E+07   0.424432E+03
   398   0.174047E+04   0.217326E+02   0.348896E+01   0.122355E+07   0.420126E+03
   399   0.173540E+04   0.217180E+02   0.155999E+01   0.121958E+07   0.415864E+03
   400   0.173074E+04   0.216994E+02  -0.360184E+00   0.121564E+07   0.411645E+03
   401   0.172651E+04   0.216768E+02  -0.227079E+01   0.121171E+07   0.407468E+03
   402   0.172270E+04   0.216502E+02  -0.417104E+01   0.120779E+07   0.403335E+03
   403   0.171930E+04   0.216196E+02  -0.606018E+01   0.120390E+07   0.399244E+03
   404   0.171632E+04   0.215850E+02  -0.793742E+01   0.120002E+07   0.395195E+03
   405   0.171374E+04   0.215463E+02  -0.980199E+01   0.119616E+07   0.391188E+03
   406   0.171156E+04   0.215039E+02  -0.116532E+02   0.119232E+07   0.387223E+03
   407   0.170978E+04   0.214574E+02  -0.134902E+02   0.118850E+07   0.383300E+03
   408   0.170840E+04   0.214070E+02  -0.153121E+02   0.118469E+07   0.379417E+03
   409   0.170739E+04   0.213527E+02  -0.171183E+02   0.118090E+07   0.375576E+03
   410   0.170678E+04   0.212946E+02  -0.189080E+02   0.117713E+07   0.371776E+03
   411   0.170654E+04   0.212327E+02  -0.206806E+02   0.117337E+07   0.368016E+03
   412   0.170667E+04   0.211669E+02  -0.224353E+02   0.116963E+07   0.364296E+03
   413   0.170717E+04   0.210973E+02  -0.241716E+02   0.116590E+07   0.360617E+03
   414   0.170804E+04   0.210240E+02  -0.258887E+02   0.116220E+07   0.356977E+03
   415   0.170926E+04   0.209471E+02  -0.275860E+02   0.115851E+07   0.353377E+03
   416   0.171084E+04   0.208665E+02  -0.292630E+02   0.115483E+07   0.349816E+03
   417   0.171276E+04   0.207823E+02  -0.309189E+02   0.115117E+07   0.346294E+03
   418   0.171503E+04   0.206945E+02  -0.325530E+02   0.114753E+07   0.342810E+03
   419   0.171764E+04   0.206031E+02  -0.341647E+02   0.114391E+07   0.339366E+03
   420   0.172059E+04   0.205082E+02  -0.357534E+02   0.114030E+07   0.335959E+03
   421   0.172386E+04   0.204099E+02  -0.373184E+02   0.113670E+07   0.332591E+03
   422   0.172746E+04   0.203080E+02  -0.388590E+02   0.113313E+07   0.329261E+03
   423   0.173138E+04   0.202027E+02  -0.403745E+02   0.112957E+07   0.325968E+03
   424   0.173561E+04   0.200940E+02  -0.418644E+02   0.112602E+07   0.322712E+03
   425   0.174015E+04   0.199820E+02  -0.433280E+02   0.112249E+07   0.319494E+03
   426   0.174500E+04   0.198667E+02  -0.447652E+02   0.111897E+07   0.316312E+03
   427   0.175012E+04   0.197483E+02  -0.461752E+02   0.111547E+07   0.313167E+03
   428   0.175554E+04   0.196269E+02  -0.475578E+02   0.111199E+07   0.310058E+03
   429   0.176123E+04   0.195024E+02  -0.489126E+02   0.110852E+07   0.306985E+03
   430   0.176719E+04   0.193749E+02  -0.502388E+02   0.110507E+07   0.303948E+03
   431   0.177342E+04   0.192446E+02  -0.515363E+02   0.110163E+07   0.300947E+03
   432   0.177989E+04   0.191116E+02  -0.528046E+02   0.109821E+07   0.297981E+03
   433   0.178663E+04   0.189758E+02  -0.540432E+02   0.109480E+07   0.295050E+03
   434   0.179361E+04   0.188374E+02  -0.552516E+02   0.109140E+07   0.292154E+03
   435   0.180083E+04   0.186963E+02  -0.564293E+02   0.108803E+07   0.289292E+03
   436   0.180829E+04   0.185527E+02  -0.575759E+02   0.108466E+07   0.286465E+03
   437   0.181597E+04   0.184066E+02  -0.586911E+02   0.108131E+07   0.283672E+03
   438   0.182389E+04   0.182580E+02  -0.597743E+02   0.107798E+07   0.280913E+03
   439   0.183202E+04   0.181072E+02  -0.608251E+02   0.107466E+07   0.278187E+03
   440   0.184036E+04   0.179540E+02  -0.618432E+02   0.107135E+07   0.275495E+03
   441   0.184891E+04   0.177986E+02  -0.628284E+02   0.106806E+07   0.272836E+03
   442   0.185763E+04   0.176411E+02  -0.637802E+02   0.106478E+07   0.270210E+03
   443   0.186655E+04   0.174816E+02  -0.646983E+02   0.106152E+07   0.267616E+03
   444   0.187563E+04   0.173202E+02  -0.655825E+02   0.105827E+07   0.265055E+03
   445   0.188488E+04   0.171568E+02  -0.664324E+02   0.105503E+07   0.262526E+03
   446   0.189429E+04   0.169917E+02  -0.672477E+02   0.105181E+07   0.260028E+03
   447   0.190384E+04   0.168249E+02  -0.680284E+02   0.104860E+07   0.257563E+03
   448   0.191355E+04   0.166566E+02  -0.687744E+02   0.104541E+07   0.255129E+03
   449   0.192340E+04   0.164868E+02  -0.694854E+02   0.104223E+07   0.252725E+03
   450   0.193339E+04   0.163154E+02  -0.701614E+02   0.103906E+07   0.250353E+03
   451   0.194350E+04   0.161429E+02  -0.708023E+02   0.103591E+07   0.248011E+03
   452   0.195375E+04   0.159690E+02  -0.714077E+02   0.103277E+07   0.245700E+03
   453   0.196412E+04   0.157941E+02  -0.719776E+02   0.102964E+07   0.243419E+03
   454   0.197459E+04   0.156181E+02  -0.725118E+02   0.102652E+07   0.241168E+03
   455   0.198516E+04   0.154411E+02  -0.730101E+02   0.102342E+07   0.238947E+03
   456   0.199582E+04   0.152633E+02  -0.734722E+02   0.102034E+07   0.236756E+03
   457   0.200656E+04   0.150846E+02  -0.738981E+02   0.101726E+07   0.234594E+03
   458   0.201737E+04   0.149053E+02  -0.742874E+02   0.101420E+07   0.232461E+03
   459   0.202823E+04   0.147254E+02  -0.746402E+02   0.101115E+07   0.230357E+03
   460   0.203916E+04   0.145450E+02  -0.749566E+02   0.100811E+07   0.228282E+03
   461   0.205013E+04   0.143641E+02  -0.752358E+02   0.100509E+07   0.226235E+03
   462   0.206115E+04   0.141830E+02  -0.754801E+02   0.100208E+07   0.224217E+03
   463   0.207220E+04   0.140017E+02  -0.756880E+02   0.999084E+06   0.222227E+03
   464   0.208331E+04   0.138204E+02  -0.758602E+02   0.996099E+06   0.220265E+03
   465   0.209444E+04   0.136392E+02  -0.759968E+02   0.993127E+06   0.218331E+03
   466   0.210560E+04   0.134581E+02  -0.760984E+02   0.990167E+06   0.216424E+03
   467   0.211679E+04   0.132773E+02  -0.761643E+02   0.987220E+06   0.214545E+03
   468   0.212799E+04   0.130969E+02  -0.761953E+02   0.984285E+06   0.212693E+03
   469   0.213919E+04   0.129169E+02  -0.761914E+02   0.981363E+06   0.210868E+03
   470   0.215038E+04   0.127374E+02  -0.761526E+02   0.978453E+06   0.209070E+03
   471   0.216156E+04   0.125587E+02  -0.760781E+02   0.975555E+06   0.207298E+03
   472   0.217271E+04   0.123807E+02  -0.759694E+02   0.972669E+06   0.205552E+03
   473   0.218382E+04   0.122036E+02  -0.758250E+02   0.969796E+06   0.203833E+03
   474   0.219490E+04   0.120273E+02  -0.756472E+02   0.966935E+06   0.202139E+03
   475   0.220593E+04   0.118522E+02  -0.754345E+02   0.964085E+06   0.200472E+03
   476   0.221692E+04   0.116782E+02  -0.751876E+02   0.961248E+06   0.198829E+03
   477   0.222785E+04   0.115055E+02  -0.749073E+02   0.958423E+06   0.197212E+03
   478   0.223872E+04   0.113342E+02  -0.745935E+02   0.955609E+06   0.195621E+03
   479   0.224955E+04   0.111643E+02  -0.742474E+02   0.952808E+06   0.194054E+03
   480   0.226030E+04   0.109961E+02  -0.738682E+02   0.950018E+06   0.192511E+03
   481   0.227099E+04   0.108295E+02  -0.734568E+02   0.947239E+06   0.190994E+03
   482   0.228159E+04   0.106647E+02  -0.730135E+02   0.944473E+06   0.189500E+03
   483   0.229212E+04   0.105018E+02  -0.725386E+02   0.941718E+06   0.188031E+03
   484   0.230254E+04   0.103409E+02  -0.720325E+02   0.938974E+06   0.186585E+03
   485   0.231285E+04   0.101820E+02  -0.714955E+02   0.936242E+06   0.185164E+03
   486   0.232306E+04   0.100254E+02  -0.709280E+02   0.933521E+06   0.183765E+03
   487   0.233315E+04   0.987093E+01  -0.703304E+02   0.930812E+06   0.182390E+03
   488   0.234312E+04   0.971894E+01  -0.697031E+02   0.928114E+06   0.181038E+03
   489   0.235296E+04   0.956934E+01  -0.690467E+02   0.925427E+06   0.179709E+03
   490   0.236268E+04   0.942234E+01  -0.683617E+02   0.922752E+06   0.178403E+03
   491   0.237225E+04   0.927802E+01  -0.676485E+02   0.920087E+06   0.177119E+03
   492   0.238170E+04   0.913637E+01  -0.669077E+02   0.917434E+06   0.175857E+03
   493   0.239101E+04   0.899755E+01  -0.661398E+02   0.914791E+06   0.174617E+03
   494   0.240018E+04   0.886171E+01  -0.653452E+02   0.912160E+06   0.173399E+03
   495   0.240921E+04   0.872892E+01  -0.645247E+02   0.909539E+06   0.172203E+03
   496   0.241808E+04   0.859918E+01  -0.636784E+02   0.906930E+06   0.171028E+03
   497   0.242679E+04   0.847263E+01  -0.628072E+02   0.904331E+06   0.169874E+03
   498   0.243534E+04   0.834936E+01  -0.619115E+02   0.901742E+06   0.168742E+03
   499   0.244372E+04   0.822944E+01  -0.609919E+02   0.899165E+06   0.167630E+03
   500   0.245191E+04   0.811301E+01  -0.600489E+02   0.896598E+06   0.166539E+03
   501   0.245993E+04   0.800007E+01  -0.590830E+02   0.894042E+06   0.165468E+03
   502   0.246776E+04   0.789079E+01  -0.580951E+02   0.891496E+06   0.164417E+03
   503   0.247539E+04   0.778514E+01  -0.570855E+02   0.888960E+06   0.163387E+03
   504   0.248283E+04   0.768336E+01  -0.560552E+02   0.886435E+06   0.162376E+03
   505   0.249009E+04   0.758537E+01  -0.550048E+02   0.883921E+06   0.161385E+03
   506   0.249715E+04   0.749133E+01  -0.539349E+02   0.881416E+06   0.160413E+03
   507   0.250401E+04   0.740131E+01  -0.528463E+02   0.878922E+06   0.159461E+03
   508   0.251067E+04   0.731540E+01  -0.517396E+02   0.876439E+06   0.158528E+03
   509   0.251713E+04   0.723365E+01  -0.506155E+02   0.873965E+06   0.157614E+03
   510   0.252339E+04   0.715613E+01  -0.494748E+02   0.871502E+06   0.156719E+03
   511   0.252944E+04   0.708290E+01  -0.483181E+02   0.869048E+06   0.155842E+03
   512   0.253529E+04   0.701401E+01  -0.471461E+02   0.866605E+06   0.154984E+03
   513   0.254092E+04   0.694955E+01  -0.459595E+02   0.864172E+06   0.154144E+03
   514   0.254633E+04   0.688957E+01  -0.447590E+02   0.861749E+06   0.153322E+03
   515   0.255153E+04   0.683412E+01  -0.435452E+02   0.859336E+06   0.152518E+03
   516   0.255652E+04   0.678327E+01  -0.423190E+02   0.856932E+06   0.151731E+03
   517   0.256128E+04   0.673707E+01  -0.410811E+02   0.854539E+06   0.150962E+03
   518   0.256581E+04   0.669558E+01  -0.398321E+02   0.852155E+06   0.150211E+03
   519   0.257012E+04   0.665884E+01  -0.385729E+02   0.849781E+06   0.149477E+03
   520   0.257420E+04   0.662691E+01  -0.373042E+02   0.847417E+06   0.148759E+03
   521   0.257804E+04   0.659984E+01  -0.360266E+02   0.845063E+06   0.148059E+03
   522   0.258164E+04   0.657769E+01  -0.347410E+02   0.842718E+06   0.147375E+03
   523   0.258500E+04   0.656049E+01  -0.334480E+02   0.840383E+06   0.146708E+03
   524   0.258813E+04   0.654827E+01  -0.321485E+02   0.838057E+06   0.146056E+03
   525   0.259101E+04   0.654108E+01  -0.308432E+02   0.835741E+06   0.145421E+03
   526   0.259367E+04   0.653894E+01  -0.295327E+02   0.833435E+06   0.144802E+03
   527   0.259608E+04   0.654189E+01  -0.282178E+02   0.831138E+06   0.144199E+03
   528   0.259826E+04   0.654996E+01  -0.268994E+02   0.828850E+06   0.143611E+03
   529   0.260020E+04   0.656317E+01  -0.255780E+02   0.826571E+06   0.143039E+03
   530   0.260191E+04   0.658156E+01  -0.242546E+02   0.824302E+06   0.142481E+03
   531   0.260338E+04   0.660515E+01  -0.229298E+02   0.822042E+06   0.141939E+03
   532   0.260461E+04   0.663396E+01  -0.216047E+02   0.819792E+06   0.141412E+03
   533   0.260561E+04   0.666800E+01  -0.202798E+02   0.817550E+06   0.140899E+03
   534   0.260636E+04   0.670730E+01  -0.189561E+02   0.815318E+06   0.140401E+03
   535   0.260688E+04   0.675189E+01  -0.176343E+02   0.813095E+06   0.139917E+03
   536   0.260716E+04   0.680177E+01  -0.163152E+02   0.810881E+06   0.139447E+03
   537   0.260720E+04   0.685695E+01  -0.149996E+02   0.808675E+06   0.138991E+03
   538   0.260701E+04   0.691745E+01  -0.136883E+02   0.806479E+06   0.138549E+03
   539   0.260659E+04   0.698326E+01  -0.123820E+02   0.804292E+06   0.138121E+03
   540   0.260592E+04   0.705438E+01  -0.110814E+02   0.802113E+06   0.137706E+03
   541   0.260503E+04   0.713083E+01  -0.978722E+01   0.799944E+06   0.137304E+03
   542   0.260391E+04   0.721261E+01  -0.850036E+01   0.797783E+06   0.136915E+03
   543   0.260255E+04   0.729971E+01  -0.722147E+01   0.795631E+06   0.136539E+03
   544   0.260097E+04   0.739213E+01  -0.595128E+01   0.793488E+06   0.136176E+03
   545   0.259916E+04   0.748984E+01  -0.469049E+01   0.791353E+06   0.135825E+03
   546   0.259713E+04   0.759286E+01  -0.343977E+01   0.789227E+06   0.135487E+03
   547   0.259487E+04   0.770114E+01  -0.219983E+01   0.787109E+06   0.135161E+03
   548   0.259239E+04   0.781462E+01  -0.971350E+00   0.785001E+06   0.134847E+03
   549   0.258968E+04   0.793344E+01   0.244955E+00   0.782900E+06   0.134544E+03
   550   0.258676E+04   0.805739E+01   0.144840E+01   0.780808E+06   0.134253E+03
